drugbank_id	name	type	groups	categories
DB01493	Ethylestrenol	small molecule	withdrawn	Alimentary Tract and Metabolism|Anabolic Agents|Anabolic Agents for Systemic Use|Anabolic Steroids|Estren Derivatives|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Norpregnanes|Norpregnenes|Norsteroids|Steroids
DB01494	Chloral betaine	small molecule	illicit|withdrawn	
DB01495	Dichloralphenazone	small molecule	approved|illicit	Alcohols|Central Nervous System Depressants|Ethylene Glycols|Glycols|Hypnotics and Sedatives|Nervous System|Psycholeptics|Pyrazoles|Pyrazolones
DB01496	Barbituric acid derivative	small molecule	experimental|illicit	Anticholinergic Agents|Nicotinic Antagonists
DB01497	Etorphine	small molecule	illicit|vet_approved	Alkaloids|Analgesics|Central Nervous System Agents|Central Nervous System Depressants|Morphinans|Narcotics|Opiate Alkaloids|Opioids|Peripheral Nervous System Agents|Phenanthrenes|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01498	Alphamethadol	small molecule	experimental|illicit	
DB01499	Alphameprodine	small molecule	experimental|illicit	
DB01500	Oxabolone	small molecule	experimental|illicit	
DB01501	Difenoxin	small molecule	approved|illicit	Alimentary Tract and Metabolism|Antidiarrheals|Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents|Antipropulsives|Central Nervous System Depressants|Isonipecotic Acids|Piperidines
DB01502	Diampromide	small molecule	experimental|illicit	
DB01503	1-Androstenediol	small molecule	experimental|illicit	
DB01505	Etoxeridine	small molecule	experimental|illicit	
DB01506	1-Phenylcyclohexylamine	small molecule	experimental|illicit	Amines|Cyclohexanes|Cycloparaffins
DB01509	3,4-Methylenedioxyamphetamine	small molecule	experimental|illicit	Adrenergic Agents|Adrenergic Uptake Inhibitors|Agents producing tachycardia|Agents that produce hypertension|Amines|Amphetamines|Central Nervous System Agents|Central Nervous System Depressants|Ethylamines|Hallucinogens|Membrane Transport Modulators|Neurotransmitter Agents|Neurotransmitter Uptake Inhibitors|Phenethylamines|Psychotropic Drugs|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Serotonin Agents|Serotonin Modulators|Sympathomimetics
DB01510	Dehydrochloromethyltestosterone	small molecule	experimental|illicit	
DB01511	Delorazepam	small molecule	experimental|illicit	Anticonvulsants|Benzazepines|Benzodiazepines and benzodiazepine derivatives|Benzodiazepinones|Central Nervous System Agents|Central Nervous System Depressants
DB01512	Hydromorphinol	small molecule	experimental|illicit	
DB01513	17Alpha-methyl-3beta,17beta-dihydroxy-5alpha-androstane	small molecule	experimental|illicit	
DB01514	Furazabol	small molecule	illicit	Androstanes|Steroids
DB01515	Benzoylecgonine	small molecule	experimental|illicit	Alkaloids|Aza Compounds|Azabicyclo Compounds|Tropanes
DB01516	3,4,5-Trimethoxyamphetamine	small molecule	experimental|illicit	
DB01518	Benzethidine	small molecule	experimental|illicit	
DB01520	Tenocyclidine	small molecule	experimental|illicit|investigational	Central Nervous System Agents|Neuroprotective Agents|NMDA Receptor Antagonists|Piperidines|Protective Agents|Street Drugs
DB01521	Clostebol	small molecule	experimental|illicit	Androstanes|Androstenes|Androstenols|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Steroids|Testosterone Congeners
DB01522	Betacetylmethadol	small molecule	experimental|illicit	
DB01523	Clonitazene	small molecule	experimental|illicit	
DB01524	Androstenediol	small molecule	experimental|illicit	Anabolic Agents|Androstanes|Androstenediols|Androstenes|Androstenols|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Steroids|Testosterone Congeners
DB01525	Ecgonine	small molecule	experimental|illicit	Alkaloids|Analgesics|Aza Compounds|Azabicyclo Compounds|Central Nervous System Agents|Narcotics|Peripheral Nervous System Agents|Sensory System Agents|Tropanes
DB01526	4-Androstenediol	small molecule	experimental|illicit	
DB01527	Clortermine	small molecule	experimental	
DB01528	4-Methyl-2,5-dimethoxyamphetamine	small molecule	experimental|illicit	
DB01529	Dextromoramide	small molecule	experimental|illicit	Analgesics|Central Nervous System Agents|Central Nervous System Depressants|Diphenylpropylamine Derivatives|Morpholines|Narcotics|Nervous System|Opioids|Oxazines|Peripheral Nervous System Agents|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01530	5alpha-androstane-3alpha,17beta-diol	small molecule	experimental|illicit	
DB01531	Desomorphine	small molecule	experimental|illicit	Alkaloids|Morphinans|Morphine Derivatives|Opiate Alkaloids|Phenanthrenes|Street Drugs
DB01532	α-Methylacetylfentanyl	small molecule	illicit	
DB01533	Diethylthiambutene	small molecule	experimental|illicit	Sulfur Compounds
DB01534	Chlorhexadol	small molecule	experimental|illicit	Aldehydes|Central Nervous System Depressants|Hypnotics and Sedatives|Nervous System|Psycholeptics
DB01535	Carfentanil	small molecule	illicit|investigational|vet_approved	Analgesics|Carbon Radioisotopes|Central Nervous System Agents|Central Nervous System Depressants|Narcotics|Opioids|Peripheral Nervous System Agents|Piperidines|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01536	Androstenedione	small molecule	experimental|illicit	17-Ketosteroids|Adrenal Cortex Hormones|Androstanes|Androstenes|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Ketosteroids|Steroids|Testosterone Congeners
DB01537	4-Bromo-2,5-dimethoxyphenethylamine	small molecule	experimental|illicit	Amines|Ethylamines|Phenethylamines
DB01538	Acetyldihydrocodeine	small molecule	experimental|illicit	Cough and Cold Preparations|Opium Alkaloids and Derivatives
DB01539	1-Piperidinocyclohexanecarbonitrile	small molecule	experimental|illicit	Piperidines
DB01540	17alpha-methyl-4-hydroxynandrolone	small molecule	illicit	
DB01541	Boldenone	small molecule	illicit|vet_approved	Anabolic Agents|Androstanes|Androstenes|Androstenols|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Steroids|Testosterone Congeners
DB01542	Allylprodine	small molecule	experimental|illicit	
DB01543	18-methyl-19-nortestosterone	small molecule	experimental|illicit	
DB01544	Flunitrazepam	small molecule	approved|illicit	Anti-Anxiety Agents|Benzazepines|Benzodiazepine hypnotics and sedatives|Benzodiazepines and benzodiazepine derivatives|Benzodiazepinones|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP2A6 Substrates|Cytochrome P-450 CYP2B6 Substrates|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 CYP2E1 Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inhibitors|GABA Agents|GABA Modulators|Hypnotics and Sedatives|Muscle Relaxants|Muscle Relaxants, Centrally Acting Agents|Nervous System|Neurotransmitter Agents|Psycholeptics|Psychotropic Drugs|Tranquilizing Agents|UGT1A1 Inhibitors|UGT1A3 Inhibitors
DB01545	Ethyl loflazepate	small molecule	experimental|illicit	Anti-Anxiety Agents|Benzazepines|Benzodiazepines and benzodiazepine derivatives|Central Nervous System Agents|Central Nervous System Depressants|Nervous System|Psycholeptics|Psychotropic Drugs|Tranquilizing Agents
DB01546	Etryptamine	small molecule	illicit|investigational|withdrawn	Amines|Biogenic Amines|Biogenic Monoamines|Indoles|Stimulants
DB01547	Drotebanol	small molecule	experimental|illicit	Alkaloids|Analgesics|Central Nervous System Agents|Central Nervous System Depressants|Morphinans|Morphine Derivatives|Narcotics|Opiate Alkaloids|Peripheral Nervous System Agents|Phenanthrenes|Sensory System Agents
DB01548	Diprenorphine	small molecule	illicit|vet_approved	Alkaloids|Central Nervous System Agents|Morphinans|Opiate Alkaloids|Opioid Antagonists|Peripheral Nervous System Agents|Phenanthrenes|Sensory System Agents
DB01549	Rolicyclidine	small molecule	experimental|illicit	Piperidines
DB01550	Fenproporex	small molecule	experimental|illicit|withdrawn	Amines|Ethylamines|Phenethylamines|Stimulants
DB01551	Dihydrocodeine	small molecule	approved|illicit	Alkaloids|Analgesics|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Morphinans|Morphine Derivatives|Narcotics|Natural Opium Alkaloids|Nervous System|Opiate Alkaloids|Opioid Agonist|Opioids|Peripheral Nervous System Agents|Phenanthrenes|Semi-synthetic Opioids|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01552	Betameprodine	small molecule	experimental|illicit	
DB01553	Cloxazolam	small molecule	experimental	Anti-Anxiety Agents|Benzazepines|Benzodiazepines and benzodiazepine derivatives|Central Nervous System Depressants|Nervous System|Psycholeptics
DB01554	Bolandiol	small molecule	experimental|illicit	Estranes|Estrenes|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Steroids|Testosterone Congeners
DB01555	Alphacetylmethadol	small molecule	experimental|illicit	Analgesics|Central Nervous System Agents|Central Nervous System Depressants|Ketones|Narcotics|Opioids|Peripheral Nervous System Agents|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01556	Chlorphentermine	small molecule	illicit|withdrawn	Agents producing tachycardia|Agents that produce hypertension|Amines|Amphetamines|Autonomic Agents|Ethylamines|Peripheral Nervous System Agents|Phenethylamines|Phentermine|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Sympathomimetics
DB01557	α-Methylfentanyl	small molecule	illicit	Designer Drugs|Piperidines|Street Drugs
DB01558	Bromazepam	small molecule	approved|illicit|investigational	Anti-Anxiety Agents|Benzazepines|Benzodiazepine hypnotics and sedatives|Benzodiazepines and benzodiazepine derivatives|Benzodiazepinones|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP1A2 Substrates|Cytochrome P-450 CYP2E1 Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inhibitors|GABA Agents|GABA Modulators|Hypnotics and Sedatives|Muscle Relaxants|Muscle Relaxants, Centrally Acting Agents|Nervous System|Neurotransmitter Agents|Psycholeptics|Psychotropic Drugs|Tranquilizing Agents
DB01559	Clotiazepam	small molecule	approved|illicit	Anti-Anxiety Agents|Benzodiazepines and benzodiazepine derivatives|Central Nervous System Depressants|Cytochrome P-450 CYP2B6 Substrates|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Nervous System|Psycholeptics
DB01560	Cathinone	small molecule	illicit	Central Nervous System Agents|Central Nervous System Depressants|Central Nervous System Stimulants|Psychotropic Drugs
DB01561	Androstanedione	small molecule	experimental|illicit	
DB01562	1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine	small molecule	experimental|illicit	
DB01563	Chloral hydrate	small molecule	approved|illicit|investigational|vet_approved	Alcohols|Central Nervous System Agents|Central Nervous System Depressants|Ethylene Glycols|Glycols|Hypnotics and Sedatives|Miscellaneous Anxiolytics Sedatives and Hypnotics|Nervous System|Psycholeptics
DB01564	Calusterone	small molecule	experimental|illicit	Androstanes|Androstenes|Androstenols|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Steroids|Testosterone Congeners
DB01565	Dihydromorphine	small molecule	experimental|illicit	Alkaloids|Analgesics|Central Nervous System Agents|Central Nervous System Depressants|Morphinans|Morphine Derivatives|Narcotics|Opiate Alkaloids|Opioids|Peripheral Nervous System Agents|Phenanthrenes|Semi-synthetic Opioids|Sensory System Agents|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01566	Methylenedioxyethamphetamine	small molecule	experimental|illicit	
DB01567	Fludiazepam	small molecule	experimental|illicit	Anti-Anxiety Agents|Benzazepines|Benzodiazepines and benzodiazepine derivatives|Benzodiazepinones|Central Nervous System Agents|Central Nervous System Depressants|Muscle Relaxants|Muscle Relaxants, Centrally Acting Agents|Nervous System|Peripheral Nervous System Agents|Psycholeptics|Psychotropic Drugs|Tranquilizing Agents
DB01568	Codeine-N-oxide	small molecule	experimental|illicit	
DB01569	Formebolone	small molecule	experimental|illicit	Androstanes|Androstenes|Androstenols|Steroids
DB01570	Ohmefentanyl	small molecule	illicit	Analgesics|Central Nervous System Agents|Peripheral Nervous System Agents|Piperidines|Sensory System Agents
DB01571	3-Methylfentanyl	small molecule	illicit	Analgesics|Central Nervous System Agents|Peripheral Nervous System Agents|Piperidines|Sensory System Agents
DB01572	Methyl-1-testosterone	small molecule	experimental|illicit	
DB01573	Benzylmorphine	small molecule	experimental|illicit	
DB01574	Attapulgite	small molecule	approved|vet_approved	Alimentary Tract and Metabolism|Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents|Antidotes|Intestinal Adsorbents|Protective Agents
DB01575	Kaolin	small molecule	approved	Acids|Acids, Noncarboxylic|Alimentary Tract and Metabolism|Aluminium Compounds|Aluminum Silicates|Anions|Antidiarrheals|Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents|Electrolytes|Gastrointestinal Agents|Intestinal Adsorbents|Ions|Minerals|Oxides|Oxygen Compounds|Silicates|Silicic Acid|Silicon Compounds|Silicon Dioxide
DB01576	Dextroamphetamine	small molecule	approved|illicit	Agents producing tachycardia|Agents that produce hypertension|Amines|Amphetamines|Central Nervous System Agents|Central Nervous System Stimulants|Central Nervous System Stimulation|Centrally Acting Sympathomimetics|Dopamine Agents|Dopamine Uptake Inhibitors|Ethylamines|Membrane Transport Modulators|Nervous System|Neurotransmitter Agents|Neurotransmitter Uptake Inhibitors|Phenethylamines|Psychoanaleptics|Psychostimulants, Agents Used for Adhd and Nootropics|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Sympathomimetics
DB01577	Metamfetamine	small molecule	approved|illicit	Adrenergic Agents|Adrenergic Agonists|Adrenergic alpha-2 Receptor Agonists|Adrenergic alpha-Agonists|Adrenergic Uptake Inhibitors|Agents producing tachycardia|Agents that produce hypertension|Amines|Amphetamine Anorectic|Amphetamines|Appetite Suppression|Autonomic Agents|Central Nervous System Agents|Central Nervous System Depressants|Central Nervous System Stimulants|Central Nervous System Stimulation|Centrally Acting Sympathomimetics|Cytochrome P-450 CYP2D6 Substrates|Dopamine Agents|Dopamine Uptake Inhibitors|Ethylamines|Increased Sympathetic Activity|Membrane Transport Modulators|Nervous System|Neurotransmitter Agents|Neurotransmitter Uptake Inhibitors|Peripheral Nervous System Agents|Phenethylamines|Psychoanaleptics|Psychostimulants, Agents Used for Adhd and Nootropics|Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome|Sympathomimetics
DB01578	Metrizamide	small molecule	experimental	Acids, Carbocyclic|Benzene Derivatives|Benzoates|Carbohydrates|Contrast Media|Diagnostic Uses of Chemicals|Glycosides|Iodobenzoates|Triiodobenzoic Acids|Watersoluble, Nephrotropic, Low Osmolar X-Ray Contrast Media|X-Ray Contrast Media, Iodinated
DB01579	Phendimetrazine	small molecule	approved|illicit	Adrenergic Agonists|Adrenergic alpha-1 Receptor Agonists|Adrenergic alpha-Agonists|Agents producing tachycardia|Agents that produce hypertension|Appetite Suppression|Central Nervous System Agents|Central Nervous System Stimulants|Increased Sympathetic Activity|Oxazines|Sympathomimetic Amine Anorectic
DB01580	Oxprenolol	small molecule	approved	Adrenergic Agents|Adrenergic Antagonists|Adrenergic beta-Antagonists|Agents causing hyperkalemia|Agents that produce hypertension|Alcohols|Amines|Amino Alcohols|Anti-Anxiety Agents|Antiarrhythmic agents|Antihypertensive Agents|Autonomic Agents|Beta Blocking Agents and Thiazides|Beta Blocking Agents, Non-Selective|Beta Blocking Agents, Non-Selective, and Thiazides|Bradycardia-Causing Agents|Cardiovascular Agents|Central Nervous System Agents|Central Nervous System Depressants|Cytochrome P-450 CYP2D6 Inhibitors|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 Enzyme Inhibitors|Hypotensive Agents|Moderate Risk QTc-Prolonging Agents|Neurotransmitter Agents|OCT2 Inhibitors|Peripheral Nervous System Agents|Phenoxypropanolamines|Propanolamines|Propanols|QTc Prolonging Agents|Sympatholytics|Tranquilizing Agents|Vasodilating Agents
DB01581	Sulfamerazine	small molecule	approved|vet_approved	Amides|Amines|Aniline Compounds|Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Dermatologicals|Genito Urinary System and Sex Hormones|Gynecological Antiinfectives and Antiseptics|Long-Acting Sulfonamides|Sulfanilamides|Sulfonamide Antibacterial|Sulfonamides|Sulfones|Sulfur Compounds
DB01582	Sulfamethazine	small molecule	approved|investigational|vet_approved	Amides|Amines|Aniline Compounds|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Genito Urinary System and Sex Hormones|Gynecological Antiinfectives and Antiseptics|Short-Acting Sulfonamides|Sulfanilamides|Sulfonamides|Sulfones|Sulfur Compounds
